ablation,run,epoch,train_loss,val_loss,train_acc,val_acc,ema_val_acc,total_time_seconds
cosine_scheduler,3,0,1.5508,1.4196,0.6328,0.7066,,6.2379
cosine_scheduler,3,1,1.2686,1.2341,0.7988,0.8102,,12.4668
cosine_scheduler,3,2,1.2295,1.3013,0.8203,0.7651,,18.6777
cosine_scheduler,3,3,1.1133,1.1386,0.8789,0.8595,,24.8877
cosine_scheduler,3,4,1.082,1.1718,0.8984,0.8387,,31.0925
cosine_scheduler,3,5,1.0713,1.0795,0.9082,0.8929,,37.3026
cosine_scheduler,3,6,1.0488,1.064,0.9219,0.8976,,43.5014
cosine_scheduler,3,7,0.9917,1.036,0.9473,0.9116,,49.6966
cosine_scheduler,3,8,0.9893,1.0207,0.9414,0.9212,,55.8931
cosine_scheduler,3,9,0.9507,0.9967,0.9746,0.9357,,62.0842
cosine_scheduler,3,10,0.9282,0.9907,0.9785,0.939,0.9401,68.2956
cosine_scheduler,3,11,0.918,0.9914,0.9805,0.9371,0.9426,74.4995
cutout_8,1,0,1.625,1.406,0.5645,0.7104,,6.2292
cutout_8,1,1,1.2305,1.348,0.8184,0.7451,,12.4436
cutout_8,1,2,1.165,1.1728,0.8574,0.8476,,18.6553
cutout_8,1,3,1.1768,1.1849,0.8379,0.8358,,24.8565
cutout_8,1,4,1.0879,1.1982,0.8887,0.822,,31.079
cutout_8,1,5,1.0713,1.1092,0.8984,0.8785,,37.2915
cutout_8,1,6,1.0498,1.0491,0.9102,0.9075,,43.4947
cutout_8,1,7,1.0049,1.0327,0.9375,0.9168,,49.7023
cutout_8,1,8,0.981,1.0164,0.9609,0.9246,,55.883
cutout_8,1,9,0.9336,1.0005,0.9805,0.9323,,62.0796
cutout_8,1,10,0.9243,0.9952,0.9766,0.9351,0.9425,68.2979
cutout_8,1,11,0.9072,0.9954,0.9902,0.936,0.9435,74.5195
cutout_8,2,0,1.585,1.3975,0.5762,0.735,,6.2466
cutout_8,2,1,1.2393,1.3744,0.8242,0.7332,,12.4991
cutout_8,2,2,1.1963,1.1656,0.834,0.8503,,18.7471
cutout_8,2,3,1.1543,1.2781,0.8574,0.7884,,24.9626
cutout_8,2,4,1.083,1.1351,0.8906,0.86,,31.1665
cutout_8,2,5,1.0361,1.0732,0.916,0.8962,,37.3726
cutout_8,2,6,1.0508,1.0638,0.9102,0.9007,,43.5713
cutout_8,2,7,1.0039,1.0346,0.9297,0.9139,,49.7661
cutout_8,2,8,0.9829,1.015,0.9414,0.9239,,55.9599
cutout_8,2,9,0.9575,0.9977,0.9551,0.9327,,62.1429
cutout_8,2,10,0.9385,0.9912,0.9688,0.9363,0.9424,68.3379
cutout_8,2,11,0.9189,0.9918,0.9785,0.9374,0.9444,74.5443
cutout_8,3,0,1.5742,1.3585,0.6152,0.7478,,6.2342
cutout_8,3,1,1.2646,1.2877,0.793,0.7828,,12.4641
cutout_8,3,2,1.209,1.2115,0.8027,0.8214,,18.6741
cutout_8,3,3,1.1396,1.1565,0.8652,0.8483,,24.877
cutout_8,3,4,1.083,1.0929,0.8887,0.8866,,31.0767
cutout_8,3,5,1.0742,1.0879,0.8945,0.8879,,37.2833
cutout_8,3,6,1.0488,1.0542,0.9141,0.9055,,43.504
cutout_8,3,7,1.0117,1.0358,0.9258,0.9146,,49.725
cutout_8,3,8,1.0215,1.0077,0.916,0.9324,,55.9429
cutout_8,3,9,0.9307,0.9971,0.9844,0.9342,,62.1669
cutout_8,3,10,0.9194,0.997,0.9785,0.9323,0.9398,68.3918
cutout_8,3,11,0.9082,0.9962,0.9863,0.9354,0.9421,74.6039
cutout_12,1,0,1.5596,1.3705,0.5977,0.7392,,6.234
cutout_12,1,1,1.2695,1.3329,0.791,0.7498,,12.473
cutout_12,1,2,1.2285,1.2275,0.8184,0.8114,,18.7035
cutout_12,1,3,1.1406,1.1631,0.8477,0.8463,,24.9238
cutout_12,1,4,1.1064,1.142,0.8789,0.8574,,31.1445
cutout_12,1,5,1.1094,1.108,0.877,0.8774,,37.3519
cutout_12,1,6,1.0811,1.0544,0.9004,0.9067,,43.5409
cutout_12,1,7,1.0117,1.0418,0.9336,0.9102,,49.7357
cutout_12,1,8,0.9731,1.0144,0.9434,0.9254,,55.9304
cutout_12,1,9,0.9541,1.0011,0.959,0.9318,,62.1216
cutout_12,1,10,0.9019,0.995,0.998,0.9341,0.9373,68.3218
cutout_12,1,11,0.918,0.996,0.9902,0.9348,0.9383,74.5395
cutout_12,2,0,1.5898,1.3376,0.6016,0.756,,6.2416
cutout_12,2,1,1.2217,1.2622,0.8203,0.7908,,12.4744
cutout_12,2,2,1.1963,1.254,0.8184,0.7986,,18.6882
cutout_12,2,3,1.1377,1.1763,0.8691,0.8399,,24.9036
cutout_12,2,4,1.1367,1.1754,0.8633,0.8344,,31.1251
cutout_12,2,5,1.0723,1.0916,0.9121,0.8841,,37.3539
cutout_12,2,6,1.0322,1.0749,0.9297,0.8968,,43.5585
cutout_12,2,7,1.0,1.0377,0.9473,0.9116,,49.7573
cutout_12,2,8,0.98,1.0213,0.9473,0.9233,,55.9549
cutout_12,2,9,0.9653,1.0015,0.9473,0.931,,62.1603
cutout_12,2,10,0.9233,0.9939,0.9785,0.9357,0.94,68.3611
cutout_12,2,11,0.9199,0.9918,0.9844,0.9369,0.9431,74.5835
cutout_12,3,0,1.5293,1.4114,0.6191,0.7203,,6.2496
cutout_12,3,1,1.2617,1.3436,0.8008,0.7449,,12.4768
cutout_12,3,2,1.2285,1.2246,0.8164,0.8072,,18.6806
cutout_12,3,3,1.123,1.279,0.8652,0.7824,,24.87
cutout_12,3,4,1.0508,1.1105,0.9043,0.8765,,31.0515
cutout_12,3,5,1.0557,1.1332,0.9023,0.8604,,37.2447
cutout_12,3,6,1.0664,1.0626,0.8945,0.9003,,43.4139
cutout_12,3,7,1.0273,1.0445,0.9219,0.9098,,49.5802
cutout_12,3,8,0.9907,1.0172,0.9414,0.9252,,55.741
cutout_12,3,9,0.9561,0.9995,0.959,0.9327,,61.8921
cutout_12,3,10,0.9326,0.9958,0.9863,0.9339,0.9382,68.0641
cutout_12,3,11,0.9312,0.9968,0.9824,0.9347,0.9404,74.2404
no_crop,1,0,1.5439,1.5048,0.6094,0.653,,9.5832
no_crop,1,1,1.2041,1.4778,0.834,0.6767,,19.1291
no_crop,1,2,1.166,1.3156,0.8594,0.7924,,28.6697
no_crop,1,3,1.0947,1.2751,0.8887,0.8279,,38.1955
no_crop,1,4,1.0488,1.2686,0.9199,0.8071,,47.6959
no_crop,1,5,1.0049,1.2296,0.9355,0.8454,,57.2246
no_crop,1,6,0.9897,1.2326,0.9453,0.828,,66.7536
no_crop,1,7,0.9297,1.1764,0.9727,0.8719,,76.2798
no_crop,1,8,0.9229,1.1713,0.9824,0.8865,,85.8015
no_crop,1,9,0.8945,1.1691,0.9902,0.8891,,95.3151
no_crop,1,10,0.8823,1.1609,0.998,0.8925,0.8977,104.8365
no_crop,1,11,0.8745,1.1752,1.0,0.8958,0.8975,114.3698
no_crop,2,0,1.5615,1.4405,0.6074,0.6982,,9.6602
no_crop,2,1,1.2725,1.3497,0.7891,0.7923,,19.2872
no_crop,2,2,1.1748,1.3275,0.8555,0.7868,,28.8708
no_crop,2,3,1.0645,1.2665,0.9102,0.8183,,38.4625
no_crop,2,4,1.0508,1.2326,0.9199,0.833,,48.0538
no_crop,2,5,1.0156,1.2368,0.9375,0.8302,,57.6566
no_crop,2,6,1.0186,1.1951,0.9297,0.869,,67.2558
no_crop,2,7,0.96,1.1779,0.957,0.8753,,76.8549
no_crop,2,8,0.9155,1.1653,0.9844,0.8829,,86.4315
no_crop,2,9,0.8916,1.1581,0.9961,0.8986,,95.9962
no_crop,2,10,0.8828,1.1735,0.9961,0.8916,0.8983,105.5674
no_crop,2,11,0.877,1.1668,1.0,0.9017,0.9005,115.1672
no_crop,3,0,1.5469,1.4098,0.6211,0.7326,,9.7118
no_crop,3,1,1.2051,1.497,0.8301,0.6761,,19.397
no_crop,3,2,1.167,1.2884,0.8438,0.7958,,29.0951
no_crop,3,3,1.0771,1.319,0.8965,0.7765,,38.7283
no_crop,3,4,1.0449,1.3071,0.9219,0.7792,,48.366
no_crop,3,5,1.0098,1.196,0.9414,0.8607,,58.0042
no_crop,3,6,0.9775,1.1883,0.959,0.8695,,67.6307
no_crop,3,7,0.9438,1.1733,0.9727,0.8714,,77.2353
no_crop,3,8,0.9219,1.16,0.9863,0.8895,,86.7961
no_crop,3,9,0.8892,1.1553,0.9961,0.902,,96.3194
no_crop,3,10,0.8877,1.1581,0.9961,0.9045,0.9078,105.8258
no_crop,3,11,0.8765,1.1709,1.0,0.9016,0.9078,115.3355
flip_and_cutout_8,1,0,1.5205,1.5164,0.6367,0.6534,,6.2145
flip_and_cutout_8,1,1,1.3115,1.272,0.7832,0.7924,,12.4124
flip_and_cutout_8,1,2,1.1553,1.2481,0.8496,0.8003,,18.6027
flip_and_cutout_8,1,3,1.1953,1.2365,0.8301,0.8049,,24.8015
flip_and_cutout_8,1,4,1.0801,1.1115,0.8926,0.8763,,30.9724
flip_and_cutout_8,1,5,1.0928,1.0828,0.8848,0.8914,,37.1444
flip_and_cutout_8,1,6,1.043,1.0597,0.9004,0.9007,,43.3074
flip_and_cutout_8,1,7,1.0127,1.0329,0.9297,0.9143,,49.4546
flip_and_cutout_8,1,8,1.0039,1.0168,0.9355,0.9245,,55.5991
flip_and_cutout_8,1,9,0.9341,0.999,0.9805,0.9331,,61.7494
flip_and_cutout_8,1,10,0.9302,0.9903,0.9727,0.9383,0.9384,67.9339
flip_and_cutout_8,1,11,0.917,0.9905,0.9805,0.9387,0.94,74.0966
flip_and_cutout_8,2,0,1.5088,1.398,0.6406,0.7167,,6.1867
flip_and_cutout_8,2,1,1.2539,1.4087,0.8066,0.7183,,12.3705
flip_and_cutout_8,2,2,1.1279,1.1997,0.8691,0.8225,,18.5578
flip_and_cutout_8,2,3,1.1494,1.1167,0.8555,0.8753,,24.7319
flip_and_cutout_8,2,4,1.0693,1.1057,0.9023,0.8784,,30.893
flip_and_cutout_8,2,5,1.0938,1.0855,0.8867,0.8902,,37.06
flip_and_cutout_8,2,6,1.082,1.0492,0.8887,0.9063,,43.2327
flip_and_cutout_8,2,7,1.0127,1.0512,0.9199,0.9049,,49.4006
flip_and_cutout_8,2,8,0.9634,1.0278,0.957,0.9174,,55.5682
flip_and_cutout_8,2,9,0.9434,0.995,0.9688,0.9374,,61.7148
flip_and_cutout_8,2,10,0.9219,0.9912,0.9824,0.9328,0.9431,67.8676
flip_and_cutout_8,2,11,0.9233,0.9878,0.9785,0.9403,0.9442,74.0454
flip_and_cutout_8,3,0,1.5732,1.3649,0.5938,0.7355,,6.2083
flip_and_cutout_8,3,1,1.2764,1.3781,0.7949,0.7293,,12.3854
flip_and_cutout_8,3,2,1.1846,1.2841,0.8457,0.7699,,18.5612
flip_and_cutout_8,3,3,1.1348,1.1864,0.8691,0.8341,,24.7105
flip_and_cutout_8,3,4,1.124,1.1134,0.875,0.8733,,30.8483
flip_and_cutout_8,3,5,1.0771,1.0744,0.9121,0.8964,,36.9967
flip_and_cutout_8,3,6,1.0352,1.0542,0.9277,0.9069,,43.1444
flip_and_cutout_8,3,7,1.0205,1.0468,0.9375,0.909,,49.322
flip_and_cutout_8,3,8,0.9824,1.0308,0.9492,0.9178,,55.5255
flip_and_cutout_8,3,9,0.9658,1.0002,0.959,0.934,,61.7222
flip_and_cutout_8,3,10,0.9331,0.9923,0.9727,0.9374,0.9433,67.9437
flip_and_cutout_8,3,11,0.9233,0.992,0.9805,0.9386,0.9459,74.1877
silu,1,0,1.6514,1.3964,0.5605,0.721,,5.9652
silu,1,1,1.2686,1.4452,0.7871,0.6965,,11.9232
silu,1,2,1.2666,1.2908,0.8125,0.7743,,17.8801
silu,1,3,1.1621,1.1842,0.8555,0.8331,,23.8354
silu,1,4,1.126,1.2289,0.875,0.8142,,29.7759
silu,1,5,1.084,1.0878,0.8926,0.8905,,35.7136
silu,1,6,1.0928,1.0866,0.8945,0.8858,,41.6429
silu,1,7,1.0225,1.0667,0.9316,0.8979,,47.564
silu,1,8,1.0234,1.0383,0.9219,0.9132,,53.4836
silu,1,9,0.9844,1.0031,0.9512,0.9342,,59.381
silu,1,10,0.9463,1.0005,0.9707,0.9337,0.94,65.2985
silu,1,11,0.9326,1.0003,0.9707,0.9343,0.9408,71.2143
silu,2,0,1.585,1.4097,0.5859,0.7147,,5.9525
silu,2,1,1.2637,1.448,0.791,0.6904,,11.9056
silu,2,2,1.2598,1.3587,0.8008,0.7607,,17.8562
silu,2,3,1.1543,1.2389,0.8496,0.809,,23.8129
silu,2,4,1.1123,1.1442,0.8887,0.8579,,29.7503
silu,2,5,1.0908,1.1218,0.8945,0.8651,,35.6775
silu,2,6,1.0811,1.0789,0.8984,0.889,,41.578
silu,2,7,1.0459,1.0769,0.9082,0.8917,,47.4489
silu,2,8,0.998,1.0268,0.9414,0.9161,,53.322
silu,2,9,0.9639,1.0021,0.9551,0.9308,,59.1921
silu,2,10,0.9404,0.9974,0.9707,0.9354,0.9384,65.0651
silu,2,11,0.9209,0.994,0.9844,0.9354,0.9414,70.979
silu,3,0,1.6094,1.569,0.5781,0.6164,,5.9512
silu,3,1,1.3164,1.4028,0.7598,0.7097,,11.9109
silu,3,2,1.2793,1.3483,0.7852,0.7482,,17.863
silu,3,3,1.165,1.2022,0.8379,0.8242,,23.8153
silu,3,4,1.1367,1.1185,0.8535,0.8702,,29.769
silu,3,5,1.0918,1.0978,0.8789,0.8825,,35.7286
silu,3,6,1.0371,1.0912,0.9199,0.887,,41.6836
silu,3,7,1.041,1.0619,0.9102,0.9007,,47.6363
silu,3,8,0.959,1.0331,0.9668,0.9158,,53.5939
silu,3,9,0.9707,1.0053,0.9512,0.9321,,59.5513
silu,3,10,0.9414,1.0016,0.9688,0.9311,0.9385,65.5042
silu,3,11,0.9497,1.0054,0.9629,0.9276,0.9387,71.4627
whitening_unfreeze,1,0,1.5352,1.3238,0.6309,0.7655,,6.251
whitening_unfreeze,1,1,1.2354,1.3621,0.8145,0.7495,,12.4955
whitening_unfreeze,1,2,1.1934,1.2343,0.832,0.8117,,18.7233
whitening_unfreeze,1,3,1.1484,1.1491,0.8535,0.8523,,24.9471
whitening_unfreeze,1,4,1.1113,1.1323,0.8887,0.8602,,31.1514
whitening_unfreeze,1,5,1.1328,1.1326,0.8477,0.8602,,37.3486
whitening_unfreeze,1,6,1.0488,1.0581,0.9141,0.9025,,43.5333
whitening_unfreeze,1,7,1.0098,1.046,0.9355,0.9096,,49.68
whitening_unfreeze,1,8,0.9668,1.0094,0.957,0.9284,,55.82
whitening_unfreeze,1,9,0.9478,0.9944,0.9648,0.9353,,61.9512
whitening_unfreeze,1,10,0.9116,0.9916,0.9902,0.9365,0.9397,68.1066
whitening_unfreeze,1,11,0.9111,0.9899,0.9844,0.9388,0.9432,74.2896
whitening_unfreeze,2,0,1.585,1.3362,0.6074,0.7558,,6.2265
whitening_unfreeze,2,1,1.2578,1.3409,0.7754,0.7378,,12.4239
whitening_unfreeze,2,2,1.2119,1.1387,0.832,0.862,,18.6385
whitening_unfreeze,2,3,1.0928,1.1684,0.8828,0.8473,,24.8606
whitening_unfreeze,2,4,1.1211,1.124,0.8652,0.8667,,31.0707
whitening_unfreeze,2,5,1.0859,1.09,0.8906,0.8865,,37.3066
whitening_unfreeze,2,6,1.0234,1.0542,0.9297,0.9045,,43.5349
whitening_unfreeze,2,7,1.0156,1.0294,0.9336,0.9201,,49.7735
whitening_unfreeze,2,8,1.0029,1.0166,0.9238,0.9237,,56.0247
whitening_unfreeze,2,9,0.9404,0.9996,0.9727,0.9343,,62.2422
whitening_unfreeze,2,10,0.9253,0.9932,0.9785,0.9346,0.9404,68.4776
whitening_unfreeze,2,11,0.9136,0.9956,0.9824,0.9349,0.9416,74.6756
whitening_unfreeze,3,0,1.5479,1.4309,0.6074,0.6995,,6.1961
whitening_unfreeze,3,1,1.2734,1.3293,0.8027,0.7639,,12.3624
whitening_unfreeze,3,2,1.2227,1.2532,0.8184,0.7951,,18.5097
whitening_unfreeze,3,3,1.1299,1.1523,0.8652,0.8549,,24.6689
whitening_unfreeze,3,4,1.1055,1.1156,0.8652,0.8744,,30.8343
whitening_unfreeze,3,5,1.0889,1.1126,0.875,0.87,,36.9987
whitening_unfreeze,3,6,1.0254,1.0781,0.9297,0.8902,,43.1505
whitening_unfreeze,3,7,1.0029,1.0471,0.9375,0.9083,,49.2873
whitening_unfreeze,3,8,0.98,1.0128,0.9434,0.9252,,55.4058
whitening_unfreeze,3,9,0.9341,0.9975,0.9785,0.9329,,61.5079
whitening_unfreeze,3,10,0.9092,0.9962,0.9863,0.935,0.9393,67.6666
whitening_unfreeze,3,11,0.9146,0.9941,0.9844,0.9333,0.941,73.8313
whitening_k3,1,0,1.5498,1.3921,0.6035,0.7223,,6.1844
whitening_k3,1,1,1.25,1.2977,0.7988,0.7699,,12.3794
whitening_k3,1,2,1.1758,1.2793,0.8594,0.7838,,18.5975
whitening_k3,1,3,1.1445,1.1583,0.8594,0.8505,,24.7959
whitening_k3,1,4,1.0889,1.1633,0.8828,0.8429,,31.0193
whitening_k3,1,5,1.0645,1.0898,0.8984,0.8873,,37.2569
whitening_k3,1,6,1.0527,1.0636,0.9043,0.8981,,43.4834
whitening_k3,1,7,1.0156,1.0307,0.9336,0.915,,49.6956
whitening_k3,1,8,0.9834,1.0154,0.9492,0.9249,,55.899
whitening_k3,1,9,0.9526,0.9961,0.9648,0.9327,,62.1023
whitening_k3,1,10,0.9302,0.9934,0.9746,0.9377,0.9414,68.3116
whitening_k3,1,11,0.9233,0.99,0.9727,0.9377,0.9422,74.499
whitening_k3,2,0,1.5176,1.7128,0.6699,0.5491,,6.2105
whitening_k3,2,1,1.2607,1.4786,0.7949,0.6767,,12.4063
whitening_k3,2,2,1.2002,1.2377,0.8262,0.8051,,18.5934
whitening_k3,2,3,1.126,1.1886,0.873,0.8308,,24.787
whitening_k3,2,4,1.0928,1.2858,0.9062,0.7699,,30.9989
whitening_k3,2,5,1.0518,1.1342,0.9102,0.8667,,37.1977
whitening_k3,2,6,1.0381,1.0583,0.9141,0.9015,,43.3897
whitening_k3,2,7,1.0039,1.0367,0.9512,0.9138,,49.5806
whitening_k3,2,8,0.9741,1.0237,0.957,0.92,,55.7818
whitening_k3,2,9,0.9355,1.0011,0.9746,0.9319,,61.9717
whitening_k3,2,10,0.9434,0.9964,0.9746,0.9353,0.9416,68.163
whitening_k3,2,11,0.9253,0.993,0.9766,0.9358,0.943,74.3615
whitening_k3,3,0,1.5264,1.353,0.6309,0.74,,6.2219
whitening_k3,3,1,1.2617,1.3201,0.7949,0.7546,,12.4407
whitening_k3,3,2,1.2217,1.3048,0.8184,0.763,,18.6479
whitening_k3,3,3,1.1191,1.2301,0.875,0.8045,,24.8443
whitening_k3,3,4,1.0957,1.1169,0.8887,0.8723,,31.0375
whitening_k3,3,5,1.0488,1.0988,0.9141,0.8793,,37.2476
whitening_k3,3,6,1.0498,1.0544,0.918,0.9041,,43.4468
whitening_k3,3,7,0.9844,1.038,0.9473,0.9113,,49.648
whitening_k3,3,8,0.9751,1.0245,0.9434,0.9183,,55.8436
whitening_k3,3,9,0.9517,0.9951,0.9551,0.9356,,62.0335
whitening_k3,3,10,0.9302,0.991,0.9746,0.9376,0.9411,68.2339
whitening_k3,3,11,0.9004,0.9942,0.9922,0.936,0.9418,74.4344
no_flip_cutout_8,1,0,1.5088,1.4482,0.6484,0.6932,,6.2236
no_flip_cutout_8,1,1,1.2266,1.3206,0.8125,0.7631,,12.4437
no_flip_cutout_8,1,2,1.1836,1.1978,0.8379,0.8315,,18.6575
no_flip_cutout_8,1,3,1.1084,1.1375,0.8789,0.8635,,24.8511
no_flip_cutout_8,1,4,1.0713,1.1227,0.9082,0.8704,,31.0543
no_flip_cutout_8,1,5,1.0479,1.1485,0.8965,0.8515,,37.2293
no_flip_cutout_8,1,6,1.0234,1.0559,0.9277,0.9035,,43.416
no_flip_cutout_8,1,7,0.9521,1.0432,0.9648,0.9106,,49.6097
no_flip_cutout_8,1,8,0.9365,1.0175,0.9727,0.9257,,55.8095
no_flip_cutout_8,1,9,0.9004,1.0027,0.9883,0.9333,,62.0057
no_flip_cutout_8,1,10,0.8862,1.0011,1.0,0.9341,0.9363,68.1971
no_flip_cutout_8,1,11,0.8813,1.0003,1.0,0.9325,0.9386,74.3658
no_flip_cutout_8,2,0,1.4189,1.3413,0.7168,0.7524,,6.2161
no_flip_cutout_8,2,1,1.2666,1.2577,0.8145,0.7946,,12.4222
no_flip_cutout_8,2,2,1.2051,1.2293,0.8203,0.8097,,18.6448
no_flip_cutout_8,2,3,1.1309,1.1466,0.8711,0.8588,,24.8591
no_flip_cutout_8,2,4,1.0723,1.1147,0.8984,0.8717,,31.0547
no_flip_cutout_8,2,5,1.04,1.1021,0.9277,0.8802,,37.2523
no_flip_cutout_8,2,6,1.0117,1.0577,0.9258,0.9047,,43.4399
no_flip_cutout_8,2,7,0.96,1.0394,0.9492,0.9133,,49.6092
no_flip_cutout_8,2,8,0.9219,1.0196,0.9824,0.9228,,55.7774
no_flip_cutout_8,2,9,0.9023,1.0075,0.9883,0.9273,,61.9359
no_flip_cutout_8,2,10,0.8872,1.0018,0.9961,0.9337,0.935,68.0872
no_flip_cutout_8,2,11,0.8838,1.0002,0.998,0.9346,0.9355,74.2464
no_flip_cutout_8,3,0,1.5547,1.3643,0.6328,0.737,,6.2066
no_flip_cutout_8,3,1,1.2578,1.2722,0.793,0.7902,,12.4126
no_flip_cutout_8,3,2,1.1797,1.2707,0.8301,0.7847,,18.6392
no_flip_cutout_8,3,3,1.1182,1.2832,0.873,0.781,,24.8537
no_flip_cutout_8,3,4,1.0557,1.1272,0.9199,0.866,,31.0283
no_flip_cutout_8,3,5,1.0566,1.0881,0.9102,0.8908,,37.224
no_flip_cutout_8,3,6,0.9893,1.0649,0.9492,0.8994,,43.4236
no_flip_cutout_8,3,7,0.9639,1.0471,0.9609,0.9083,,49.6368
no_flip_cutout_8,3,8,0.9463,1.0187,0.9766,0.9237,,55.8492
no_flip_cutout_8,3,9,0.9009,1.0035,0.9922,0.9308,,62.0548
no_flip_cutout_8,3,10,0.8872,0.9986,0.998,0.9335,0.9359,68.2585
no_flip_cutout_8,3,11,0.8833,1.0013,1.0,0.9358,0.9376,74.4617
no_flip_cutout_12,1,0,1.5791,1.4668,0.6133,0.6757,,6.2233
no_flip_cutout_12,1,1,1.29,1.238,0.793,0.8094,,12.4486
no_flip_cutout_12,1,2,1.2441,1.3925,0.7871,0.7313,,18.6582
no_flip_cutout_12,1,3,1.1562,1.1474,0.8516,0.8584,,24.8644
no_flip_cutout_12,1,4,1.0781,1.1454,0.8965,0.8563,,31.0488
no_flip_cutout_12,1,5,1.0498,1.0898,0.9121,0.884,,37.2547
no_flip_cutout_12,1,6,0.9805,1.0808,0.957,0.8887,,43.4466
no_flip_cutout_12,1,7,0.9644,1.0459,0.957,0.9077,,49.64
no_flip_cutout_12,1,8,0.9199,1.0212,0.9883,0.9225,,55.8261
no_flip_cutout_12,1,9,0.9062,1.0043,0.9941,0.9323,,61.9863
no_flip_cutout_12,1,10,0.8867,1.0016,1.0,0.9338,0.9361,68.164
no_flip_cutout_12,1,11,0.8857,1.0003,1.0,0.9343,0.9374,74.3328
no_flip_cutout_12,2,0,1.5693,1.3334,0.627,0.7558,,6.2217
no_flip_cutout_12,2,1,1.3018,1.3467,0.7754,0.747,,12.4286
no_flip_cutout_12,2,2,1.25,1.2197,0.7852,0.81,,18.6241
no_flip_cutout_12,2,3,1.1309,1.1813,0.8672,0.8375,,24.8261
no_flip_cutout_12,2,4,1.1162,1.1479,0.8711,0.8549,,31.0222
no_flip_cutout_12,2,5,1.0225,1.0828,0.9355,0.8866,,37.2267
no_flip_cutout_12,2,6,1.0166,1.0674,0.9238,0.8939,,43.4225
no_flip_cutout_12,2,7,0.9712,1.0381,0.9512,0.9141,,49.6041
no_flip_cutout_12,2,8,0.9463,1.0176,0.9609,0.9267,,55.7868
no_flip_cutout_12,2,9,0.9004,1.0033,0.9922,0.9317,,61.9683
no_flip_cutout_12,2,10,0.8818,1.0016,1.0,0.9331,0.9353,68.1471
no_flip_cutout_12,2,11,0.8818,1.0002,1.0,0.9358,0.9365,74.326
no_flip_cutout_12,3,0,1.6162,1.3385,0.5664,0.7549,,6.2191
no_flip_cutout_12,3,1,1.208,1.3983,0.8223,0.7076,,12.4312
no_flip_cutout_12,3,2,1.208,1.1726,0.7949,0.8491,,18.6417
no_flip_cutout_12,3,3,1.1357,1.1921,0.8633,0.8301,,24.8356
no_flip_cutout_12,3,4,1.0479,1.1262,0.918,0.8597,,31.0201
no_flip_cutout_12,3,5,1.0635,1.1037,0.9043,0.8768,,37.1969
no_flip_cutout_12,3,6,0.9985,1.0597,0.9395,0.904,,43.3829
no_flip_cutout_12,3,7,0.9546,1.0471,0.9648,0.9083,,49.5624
no_flip_cutout_12,3,8,0.9238,1.0273,0.9863,0.9214,,55.7519
no_flip_cutout_12,3,9,0.9058,1.0121,0.9902,0.9278,,61.9328
no_flip_cutout_12,3,10,0.8877,1.0036,0.998,0.9342,0.9357,68.112
no_flip_cutout_12,3,11,0.8813,1.0046,1.0,0.9331,0.9365,74.3011
